Name,Email,Phone,City,Education,Experience_Years,Job_Applied,Job Sector,Company_Applied,Work_Mode,Job_Type_Preference,Referral,Skills,GitHub_Profile,LinkedIn_Profile,Resume_Link,Source_Job_Portal,Current_Job_Title,Notice_Period,Application Status
Carrie Cortez MD,kathryn44@edwards-lester.net, +91 92443 73683,Hyderabad,M.Sc,8,Product Manager,Non-IT,Cognizant,Onsite,Part-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user5523,https://linkedin.com/in/user7719,http://www.parker.org/,Internshala,UI/UX Designer,Serving Notice,Under Review
Ronald Santana,johnsonjames@yahoo.com,+91 83393 11360,Pune,BCA,9,DevOps Engineer,IT ,Flipkart,Onsite,Part-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user5194,https://linkedin.com/in/user7451,http://www.blackburn.com/,LinkedIn,UI/UX Designer,Immediate,Under Review
Victor Graves,hillkimberly@gmail.com, +91 93568 65518,Bangalore,MBA,6,Business Analyst,IT ,Accenture,Hybrid,Full-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user9979,https://linkedin.com/in/user5412,https://www.velazquez-vaughan.com/,Glassdoor,Data Analyst,60 days,Rejected
Anthony Howard,joshua53@johnson.com, +91 65960 14294,Delhi,M.Sc,9,Business Analyst,IT ,Capgemini,Onsite,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user4517,https://linkedin.com/in/user2900,https://werner-warner.biz/,LinkedIn,DevOps Engineer,15 days,Applied
Morgan Neal,williamsandrew@hotmail.com,+91 60846 42188,Chandigarh,MBA,10,Sales Manager,Non-IT,Cognizant,Onsite,Full-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user4284,https://linkedin.com/in/user2144,http://johnson-williams.info/,Naukri.com,DevOps Engineer,15 days,Interview Scheduled
Rachel Nichols,chasedavid@gmail.com, +91 80607 55663,Jaipur,B.Sc,3,Data Analyst,IT ,Deloitte,Onsite,Contract,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user9496,https://linkedin.com/in/user3243,http://www.walker.com/,Indeed,UI/UX Designer,Serving Notice,Rejected
Timothy Alvarez,danielleglass@gmail.com, +91 61639 59201,Kolkata,M.Sc,9,HR Executive,Non-IT,Deloitte,Onsite,Part-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user3236,https://linkedin.com/in/user5069,https://www.glenn-grimes.org/,LinkedIn,UI/UX Designer,30 days,Rejected
Jennifer Hodge,olsondeborah@davis-houston.com, +91 72695 78434,Chennai,Diploma,2,Product Manager,Non-IT,PwC,Onsite,Internship,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user9308,https://linkedin.com/in/user7318,http://www.shelton.org/,LinkedIn,Software Developer,15 days,Applied
Jill Reed,natalie53@hotmail.com,+91 81907 96341,Kolkata,M.Sc,4,Software Engineer,IT ,Deloitte,Hybrid,Internship,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5185,https://linkedin.com/in/user3877,https://graham-watts.com/,Glassdoor,Data Analyst,Serving Notice,Interview Scheduled
Sharon Blackburn,natasha51@wright.net, +91 76024 58653,Jaipur,BCA,8,Graphic Designer,IT ,Cognizant,Hybrid,Remote,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user6561,https://linkedin.com/in/user9461,https://www.snyder.com/,Internshala,UI/UX Designer,60 days,Interview Scheduled
Melissa Foster,katherinepowers@landry.com,+91 62021 60981,Chennai,B.Sc,1,Marketing Executive,Non-IT,IBM,Hybrid,Part-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user7335,https://linkedin.com/in/user4356,http://www.le-english.info/,Indeed,Business Analyst,30 days,Under Review
Alex Cooley,lgriffith@yates-nicholson.com, +91 83098 68129,Bangalore,BCA,0,Graphic Designer,IT ,Capgemini,Remote,Contract,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user8026,https://linkedin.com/in/user5104,http://www.adams.com/,LinkedIn,DevOps Engineer,30 days,Interview Scheduled
Casey Rose,sjohnson@hotmail.com, +91 98269 67619,Mumbai,BCA,7,Software Engineer,IT ,Infosys,Onsite,Remote,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user1819,https://linkedin.com/in/user8372,https://www.potts-sanders.info/,Naukri.com,Software Developer,30 days,Interview Scheduled
Charles Bell,mtanner@gmail.com,+91 77966 04857,Pune,MBA,2,Graphic Designer,IT ,EY,Hybrid,Full-Time,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user3791,https://linkedin.com/in/user4486,https://www.bray.biz/,Internshala,Data Analyst,15 days,Under Review
Shannon Gutierrez,jmartinez@johnson-ramirez.biz,+91 99413 34313,Kolkata,B.Tech,5,Graphic Designer,IT ,BYJU'S,Hybrid,Contract,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user6937,https://linkedin.com/in/user5652,https://www.powell.com/,LinkedIn,DevOps Engineer,Serving Notice,Offer Received
Michael Ruiz,nichole01@francis.com,+91 89580 13826,Kolkata,B.Sc,6,Graphic Designer,IT ,Infosys,Remote,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5300,https://linkedin.com/in/user1463,https://mendoza-soto.com/,LinkedIn,DevOps Engineer,Immediate,Under Review
Paula Bullock,gburke@yahoo.com, +91 65213 98465,Bangalore,B.Tech,7,Sales Manager,Non-IT,EY,Hybrid,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user9875,https://linkedin.com/in/user5486,http://campbell.biz/,Indeed,Business Analyst,30 days,Under Review
Jimmy Flores,michaelsantos@hotmail.com,+91 64477 46696,Pune,B.Sc,0,Sales Manager,Non-IT,Wipro,Onsite,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user5235,https://linkedin.com/in/user3798,https://torres-hill.com/,Indeed,DevOps Engineer,Serving Notice,Interview Scheduled
Anna Richard,bakerlynn@dean.com, +91 79395 93029,Chennai,MCA,6,DevOps Engineer,IT ,Cognizant,Onsite,Internship,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user9000,https://linkedin.com/in/user6742,https://hall.biz/,Naukri.com,Software Developer,60 days,Interview Scheduled
Emily Lam,josephlynch@hotmail.com,+91 98783 48164,Pune,BCA,5,Product Manager,Non-IT,PwC,Remote,Part-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user5449,https://linkedin.com/in/user4299,https://pennington.net/,Glassdoor,DevOps Engineer,15 days,Interview Scheduled
Rose Gomez,williammartin@yahoo.com, +91 86155 38612,Pune,BCA,9,Marketing Executive,Non-IT,KPMG,Remote,Contract,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user6467,https://linkedin.com/in/user5474,http://www.gilbert.info/,Indeed,Business Analyst,60 days,Applied
Anthony Jones,lauramartin@bowman.com, +91 99738 05689,Bangalore,B.Tech,10,Sales Manager,Non-IT,HCL Technologies,Remote,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8889,https://linkedin.com/in/user4077,https://www.garcia-simon.info/,LinkedIn,Business Analyst,Immediate,Offer Received
Michael Fields,rodriguezjennifer@harding-mendoza.com,+91 82890 38123,Jaipur,M.Tech,0,Sales Manager,Non-IT,IBM,Hybrid,Full-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7259,https://linkedin.com/in/user1618,http://www.smith.com/,Indeed,DevOps Engineer,60 days,Offer Received
Rachel Elliott,haysangela@yahoo.com, +91 78533 52790,Pune,M.Tech,0,Product Manager,Non-IT,KPMG,Onsite,Full-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user5687,https://linkedin.com/in/user3619,https://www.cole.com/,Naukri.com,Business Analyst,Immediate,Interview Scheduled
James Kelley,curtisjames@smith-huber.com, +91 79738 94571,Delhi,M.Sc,8,Product Manager,Non-IT,Google,Remote,Full-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user3749,https://linkedin.com/in/user9351,http://www.wood.info/,Naukri.com,Software Developer,Immediate,Offer Received
Jeffrey Thompson,pamelalewis@bridges.org,+91 61410 02996,Mumbai,BCA,0,Product Manager,Non-IT,Deloitte,Remote,Part-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1544,https://linkedin.com/in/user3023,https://www.robertson-travis.com/,LinkedIn,UI/UX Designer,15 days,Applied
Janice Mccormick,millermichael@norris-mcdaniel.com,+91 61398 82683,Chandigarh,M.Sc,5,Sales Manager,Non-IT,Accenture,Remote,Full-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7180,https://linkedin.com/in/user9472,http://www.hawkins-wilson.com/,LinkedIn,DevOps Engineer,30 days,Interview Scheduled
Dr. Bethany Wilson,nhudson@marquez-hunt.com,+91 61970 30747,Ahmedabad,Diploma,1,Sales Manager,Non-IT,Infosys,Hybrid,Contract,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user5127,https://linkedin.com/in/user4493,https://www.goodwin.com/,Internshala,Software Developer,Serving Notice,Under Review
Mary Wilkerson,jordanmelissa@hotmail.com, +91 74085 44695,Ahmedabad,Diploma,1,DevOps Engineer,IT ,Google,Remote,Part-Time,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user2684,https://linkedin.com/in/user1296,http://www.ramos.net/,Indeed,Data Analyst,30 days,Applied
Christopher Collins,lauradoyle@hotmail.com,+91 79976 37880,Hyderabad,M.Sc,6,DevOps Engineer,IT ,Capgemini,Hybrid,Remote,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user8668,https://linkedin.com/in/user8639,http://www.murillo.net/,Indeed,DevOps Engineer,60 days,Applied
Nancy Anderson,estesrichard@mullins-murphy.com,+91 90019 66554,Chandigarh,Diploma,7,Data Analyst,IT ,Amazon,Onsite,Internship,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user6830,https://linkedin.com/in/user1250,http://pope.com/,Glassdoor,UI/UX Designer,60 days,Interview Scheduled
Mark Jacobson,reneeferguson@hotmail.com,+91 79665 33482,Jaipur,BCA,0,Product Manager,Non-IT,Accenture,Remote,Remote,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user2054,https://linkedin.com/in/user2742,https://www.thompson.org/,Glassdoor,Business Analyst,30 days,Under Review
Meghan Tyler,alyssaadams@kelly.com,+91 91952 80041,Ahmedabad,BCA,10,Software Engineer,IT ,IBM,Onsite,Part-Time,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user3889,https://linkedin.com/in/user4681,http://deleon.com/,Naukri.com,Business Analyst,15 days,Rejected
Sarah Stewart,cwood@glass-washington.org,+91 66588 61599,Ahmedabad,B.Sc,8,UI/UX Designer,IT ,PwC,Hybrid,Remote,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user8895,https://linkedin.com/in/user5263,https://www.kane.com/,Naukri.com,Software Developer,60 days,Rejected
Katie Maynard,elizabethpayne@yahoo.com, +91  9501208387,Jaipur,M.Tech,2,DevOps Engineer,IT ,Cognizant,Remote,Full-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user2004,https://linkedin.com/in/user1520,https://brown.biz/,Internshala,Business Analyst,Serving Notice,Interview Scheduled
Christina Richardson,michaelforbes@cooper-porter.com,+91 60611 55865,Chennai,B.Sc,1,Business Analyst,IT ,Wipro,Hybrid,Remote,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7409,https://linkedin.com/in/user2084,https://www.williams.com/,Internshala,UI/UX Designer,15 days,Interview Scheduled
Gregory Williams,vhiggins@hotmail.com,+91 61474 04014,Mumbai,B.Tech,9,DevOps Engineer,IT ,Swiggy,Remote,Part-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user8135,https://linkedin.com/in/user2487,https://www.smith.com/,Naukri.com,UI/UX Designer,60 days,Applied
Brandon Callahan,ktaylor@quinn.org, +91 82939 96358,Bangalore,MBA,4,DevOps Engineer,IT ,Microsoft,Remote,Internship,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user9202,https://linkedin.com/in/user5593,http://www.vargas.com/,LinkedIn,DevOps Engineer,30 days,Interview Scheduled
Mark Moore,patriciamoreno@becker.com, +91 89409 52135,Chennai,B.Sc,0,Sales Manager,Non-IT,Amazon,Onsite,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user6815,https://linkedin.com/in/user9033,http://www.hayes-wilson.info/,Naukri.com,DevOps Engineer,15 days,Rejected
Laurie Patton,daniellejohnson@hotmail.com, +91 96367 89811,Bangalore,MBA,0,Data Analyst,IT ,Cognizant,Remote,Contract,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user5137,https://linkedin.com/in/user1540,http://jones.info/,Naukri.com,Business Analyst,60 days,Applied
Nicole Scott,benjaminpennington@yahoo.com, +91 77911 65657,Chandigarh,MCA,1,Business Analyst,IT ,TCS,Onsite,Remote,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user1078,https://linkedin.com/in/user2236,http://hicks-pena.com/,Indeed,Business Analyst,30 days,Rejected
Mr. Barry Smith,jonathanmiller@hotmail.com, +91 93235 41987,Jaipur,BCA,2,DevOps Engineer,IT ,Amazon,Remote,Remote,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user3611,https://linkedin.com/in/user9040,https://www.wilson.com/,LinkedIn,Data Analyst,Serving Notice,Under Review
Andre Nguyen,townsendvictor@smith.com, +91 81937 26789,Bangalore,Diploma,0,Software Engineer,IT ,HCL Technologies,Hybrid,Contract,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5723,https://linkedin.com/in/user5626,https://bird.com/,Internshala,Software Developer,30 days,Rejected
Scott Allen,parrishkimberly@yahoo.com,+91 68694 98597,Delhi,MBA,4,Business Analyst,IT ,EY,Onsite,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3955,https://linkedin.com/in/user1303,https://patel.com/,Glassdoor,UI/UX Designer,60 days,Applied
Angela Day,janetmedina@dawson-johnston.com, +91 81600 47126,Mumbai,MCA,0,Sales Manager,Non-IT,ZS Associates,Hybrid,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user9155,https://linkedin.com/in/user8742,http://warner-lewis.info/,Indeed,Data Analyst,Serving Notice,Applied
Michael Estrada,gavingutierrez@hotmail.com, +91 97027 77872,Chandigarh,MCA,8,Business Analyst,IT ,Infosys,Hybrid,Remote,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user5508,https://linkedin.com/in/user7945,https://wagner.com/,Naukri.com,Business Analyst,Immediate,Offer Received
Mr. Gabriel Rivas,eflowers@kim.com,+91 64015 27163,Mumbai,M.Sc,3,Sales Manager,Non-IT,Capgemini,Onsite,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3992,https://linkedin.com/in/user7709,http://pierce.info/,Naukri.com,DevOps Engineer,15 days,Under Review
Evan Smith,tyrone79@hotmail.com,+91 97867 33563,Chandigarh,M.Tech,4,Software Engineer,IT ,BYJU'S,Hybrid,Remote,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user8816,https://linkedin.com/in/user9364,http://fisher.info/,LinkedIn,DevOps Engineer,60 days,Offer Received
Tiffany Glover,jennifercarlson@hotmail.com, +91 92360 87206,Hyderabad,M.Sc,8,DevOps Engineer,IT ,ZS Associates,Onsite,Full-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user1675,https://linkedin.com/in/user6508,https://www.miller-clark.com/,Glassdoor,UI/UX Designer,15 days,Rejected
